Ciclo,peso_prom,dist_prom,corriente_prom,temp_prom,energia_consumida_prom,SOH%
3157,800.09,175.61,1.78,25.88,0.32,80.0
3117,799.55,178.02,1.78,25.89,0.32,80.0
3132,798.41,177.33,1.77,25.9,0.32,79.99
3170,804.24,174.03,1.78,25.89,0.32,80.0
3216,801.32,172.39,1.78,25.9,0.31,79.99
3217,797.85,172.74,1.77,25.88,0.31,80.0
3183,796.17,175.23,1.77,25.9,0.31,79.99
3128,801.95,176.74,1.78,25.88,0.32,80.0
3187,799.6,174.11,1.77,25.9,0.31,80.0
3183,803.3,174.01,1.78,25.94,0.31,80.0
3191,800.21,173.89,1.77,25.88,0.31,80.0
3145,798.43,176.23,1.77,25.84,0.32,80.0
3150,799.11,175.92,1.77,25.92,0.32,80.0
3212,796.96,173.21,1.77,25.91,0.31,80.0
3163,801.08,174.9,1.78,25.9,0.32,80.0
3243,800.09,171.27,1.77,25.9,0.31,79.99
3123,801.92,177.08,1.78,25.89,0.32,80.0
3161,798.1,175.78,1.77,25.9,0.32,80.0
3123,798.1,177.18,1.77,25.91,0.32,79.99
3202,802.49,172.86,1.78,25.86,0.31,80.0
3176,800.15,174.13,1.77,25.89,0.31,79.99
3138,801.77,176.0,1.78,25.87,0.32,80.0
3157,799.28,175.51,1.77,25.89,0.32,80.0
3231,797.32,172.39,1.77,25.92,0.31,79.99
3151,802.85,175.28,1.78,25.89,0.32,79.99
3135,801.31,176.19,1.78,25.9,0.32,80.0
3176,799.66,174.62,1.77,25.87,0.31,80.0
3147,798.93,176.44,1.77,25.89,0.32,80.0
3146,802.71,176.0,1.78,25.9,0.32,80.0
3164,799.77,175.08,1.77,25.87,0.32,80.0
3205,802.08,172.58,1.78,25.9,0.31,80.0
3164,801.26,174.61,1.78,25.88,0.32,80.0
3173,799.59,174.78,1.77,25.89,0.32,80.0
3172,799.36,174.64,1.77,25.91,0.32,80.0
3196,799.46,173.51,1.77,25.87,0.31,79.99
3157,801.65,175.23,1.78,25.89,0.32,80.0
3165,799.43,174.97,1.77,25.89,0.32,80.0
3161,800.98,175.24,1.78,25.89,0.32,80.0
3142,801.31,176.33,1.78,25.88,0.32,79.99
3215,800.01,172.7,1.77,25.88,0.31,80.0
3153,795.85,176.57,1.77,25.89,0.32,79.99
3173,801.75,174.43,1.78,25.88,0.32,80.0
3182,799.12,174.29,1.77,25.89,0.31,79.99
3158,801.27,175.19,1.78,25.9,0.32,79.99
3175,800.63,174.39,1.78,25.89,0.31,80.0
3136,802.22,176.24,1.78,25.89,0.32,80.0
3201,799.87,173.15,1.77,25.91,0.31,80.0
3201,801.04,173.15,1.78,25.91,0.31,79.99
3168,800.69,174.63,1.78,25.87,0.32,80.0
3190,802.4,173.38,1.78,25.88,0.31,79.99
3180,802.04,173.87,1.78,25.88,0.31,80.0
3180,798.53,174.48,1.77,25.87,0.31,79.99
3164,795.23,176.03,1.77,25.86,0.32,80.0
3161,801.69,174.9,1.78,25.93,0.32,80.0
3172,800.48,174.74,1.78,25.92,0.32,80.0
3158,800.72,175.16,1.78,25.92,0.32,80.0
3178,801.56,174.12,1.78,25.9,0.31,79.99
3152,798.08,176.57,1.77,25.86,0.32,80.0
3146,800.28,176.0,1.78,25.91,0.32,80.0
3153,799.63,175.75,1.78,25.89,0.32,80.0
3147,800.97,175.98,1.78,25.91,0.32,80.0
3187,802.86,173.88,1.78,25.87,0.31,79.99
3201,801.22,173.28,1.78,25.87,0.31,79.99
3203,800.27,173.41,1.77,25.86,0.31,79.99
3199,800.82,173.25,1.77,25.87,0.31,80.0
3160,800.13,174.85,1.78,25.9,0.32,80.0
3103,804.38,177.33,1.79,25.87,0.32,80.0
3142,798.3,176.43,1.77,25.87,0.32,80.0
3141,801.18,175.95,1.78,25.9,0.32,79.99
3151,801.41,175.6,1.78,25.86,0.32,80.0
3182,800.66,174.02,1.78,25.91,0.31,80.0
3195,796.16,173.9,1.77,25.92,0.31,80.0
3211,801.14,172.75,1.78,25.9,0.31,80.0
3148,800.12,175.89,1.78,25.88,0.32,80.0
3196,799.63,173.4,1.77,25.87,0.31,79.99
3165,800.21,174.89,1.78,25.91,0.32,80.0
3169,801.12,174.68,1.78,25.88,0.32,79.99
3124,801.29,177.05,1.78,25.91,0.32,80.0
3168,798.98,175.19,1.77,25.87,0.32,80.0
3137,804.13,175.71,1.78,25.89,0.32,79.99
3185,800.5,174.16,1.78,25.86,0.31,80.0
3184,794.82,174.84,1.76,25.89,0.31,80.0
3189,797.63,174.22,1.77,25.9,0.31,79.99
3140,798.58,176.61,1.77,25.87,0.32,80.0
3127,799.39,177.04,1.78,25.89,0.32,80.0
3135,802.48,176.1,1.78,25.89,0.32,79.99
3161,799.27,175.63,1.77,25.86,0.32,79.99
3161,798.46,175.32,1.77,25.86,0.32,80.0
3124,799.48,177.38,1.78,25.91,0.32,79.99
3093,804.76,177.99,1.79,25.87,0.32,80.0
3234,795.84,172.42,1.76,25.87,0.31,80.0
3209,798.73,173.24,1.77,25.86,0.31,79.99
3218,798.7,172.86,1.77,25.89,0.31,80.0
3188,797.19,174.49,1.77,25.85,0.31,79.99
3206,797.04,173.4,1.77,25.89,0.31,79.99
3151,800.26,175.7,1.78,25.88,0.32,80.0
3148,800.27,175.56,1.78,25.91,0.32,80.0
3193,800.53,173.51,1.77,25.86,0.31,79.99
3207,800.75,172.91,1.77,25.88,0.31,80.0
3204,798.15,173.45,1.77,25.88,0.31,79.99
3136,803.31,175.67,1.78,25.9,0.32,80.0
3135,798.99,176.91,1.77,25.9,0.32,79.99
3152,799.62,175.79,1.78,25.89,0.32,80.0
3176,796.92,174.91,1.77,25.87,0.31,80.0
3147,798.17,176.32,1.77,25.89,0.32,79.99
3200,799.77,173.26,1.77,25.89,0.31,80.0
3116,801.31,177.32,1.78,25.9,0.32,80.0
3163,802.54,174.68,1.78,25.88,0.32,79.99
3156,798.93,175.89,1.77,25.89,0.32,80.0
3187,797.37,174.3,1.77,25.85,0.31,80.0
3129,801.38,176.77,1.78,25.88,0.32,80.0
3168,801.15,174.83,1.78,25.92,0.32,80.0
3140,800.34,176.39,1.78,25.93,0.32,80.0
3170,801.26,174.77,1.78,25.9,0.32,80.0
3149,800.11,175.8,1.78,25.93,0.32,79.99
3147,800.54,176.03,1.78,25.91,0.32,80.0
3149,801.79,175.54,1.78,25.9,0.32,79.99
3180,796.43,175.19,1.77,25.92,0.31,80.0
3141,801.03,175.86,1.78,25.88,0.32,80.0
3177,800.49,174.45,1.78,25.92,0.31,79.99
3182,801.18,174.25,1.78,25.88,0.31,80.0
3157,798.12,176.05,1.77,25.87,0.32,79.99
3207,797.56,173.45,1.77,25.9,0.31,79.99
3151,801.29,175.71,1.78,25.88,0.32,79.99
3140,801.98,176.07,1.78,25.88,0.32,80.0
3142,801.65,175.96,1.78,25.89,0.32,79.99
3199,800.7,173.68,1.78,25.88,0.31,79.99
3158,801.53,175.26,1.78,25.92,0.32,79.99
3195,798.84,173.87,1.77,25.89,0.31,80.0
3201,799.7,173.25,1.77,25.86,0.31,80.0
3178,799.35,174.51,1.77,25.88,0.31,80.0
3191,801.81,173.57,1.78,25.86,0.31,80.0
3159,796.73,176.16,1.77,25.89,0.32,79.99
3164,801.36,174.67,1.78,25.91,0.32,80.0
3171,800.21,174.82,1.78,25.89,0.32,80.0
3156,798.96,175.61,1.77,25.87,0.32,79.99
3146,801.72,175.95,1.78,25.93,0.32,79.99
3168,802.44,174.84,1.78,25.87,0.32,80.0
3191,799.33,173.93,1.77,25.9,0.31,79.99
3098,804.74,177.52,1.79,25.88,0.32,80.0
3187,797.73,174.35,1.77,25.87,0.31,80.0
3166,800.19,175.1,1.78,25.91,0.32,80.0
3151,800.74,175.67,1.78,25.89,0.32,80.0
3168,796.63,175.41,1.77,25.91,0.32,79.99
3179,801.18,174.32,1.78,25.88,0.31,80.0
3173,800.27,174.86,1.78,25.92,0.32,79.99
3122,801.19,177.12,1.78,25.88,0.32,80.0
3157,797.85,175.9,1.77,25.87,0.32,80.0
3121,803.41,176.41,1.78,25.87,0.32,80.0
3181,800.33,173.96,1.77,25.88,0.31,80.0
3251,798.56,170.94,1.77,25.9,0.31,79.99
3140,800.69,175.97,1.78,25.9,0.32,79.99
3175,800.51,174.44,1.78,25.91,0.31,80.0
3220,798.29,172.71,1.77,25.88,0.31,79.99
3174,797.16,175.07,1.77,25.86,0.32,79.99
3161,802.04,174.74,1.78,25.89,0.32,79.99
3164,802.72,174.57,1.78,25.9,0.32,80.0
