Ciclo,peso_prom,peso_total,dist_prom,dist_total,corriente_prom,temp_prom,energia_consumida_prom,SOH%
1073,801.62,860136,450.89,483805,2.05,26.0,0.93,79.98
1080,802.05,866211,447.87,483704,2.05,25.99,0.93,79.99
1067,797.17,850579,453.95,484367,2.05,26.0,0.94,80.0
1083,798.09,864328,448.17,485368,2.04,26.02,0.92,80.0
1082,794.85,860024,449.71,486590,2.04,25.99,0.92,79.99
1075,799.85,859835,449.92,483660,2.05,26.0,0.93,79.99
1077,799.24,860777,449.65,484275,2.05,26.06,0.93,79.98
1074,797.63,856652,452.03,485478,2.05,26.04,0.93,79.98
1062,803.4,853211,453.35,481456,2.06,26.05,0.94,79.99
1079,805.27,868886,447.06,482380,2.06,26.03,0.93,79.98
1061,801.48,850368,454.78,482521,2.06,26.02,0.94,79.99
1089,795.66,866469,447.74,487587,2.04,26.03,0.92,79.98
1077,798.86,860376,449.52,484128,2.05,25.95,0.93,79.99
1089,793.56,864191,447.47,487295,2.03,26.03,0.92,80.0
1071,803.9,860982,450.4,482380,2.06,26.05,0.93,79.98
1076,800.55,861393,450.05,484249,2.05,26.06,0.93,79.98
1065,798.55,850460,453.9,483406,2.05,26.01,0.94,79.99
1065,807.57,860060,450.64,479932,2.07,26.04,0.94,79.99
1070,800.3,856323,451.81,483431,2.05,26.08,0.93,79.99
1074,797.47,856483,451.13,484516,2.05,25.97,0.93,79.99
1070,800.48,856512,451.55,483155,2.05,26.02,0.93,80.0
1077,800.31,861938,449.51,484126,2.05,26.05,0.93,79.99
1078,804.87,867650,447.06,481932,2.06,26.01,0.93,79.99
1073,792.61,850471,453.25,486336,2.04,26.01,0.93,80.0
1066,793.47,845840,455.69,485767,2.04,25.98,0.94,79.98
1083,801.13,867628,447.7,484857,2.05,26.04,0.92,79.98
1066,802.63,855606,452.8,482687,2.06,26.03,0.94,79.99
1089,796.98,867909,446.67,486428,2.04,25.99,0.92,80.0
1076,798.61,859301,450.32,484550,2.05,26.0,0.93,80.0
1078,792.4,854206,451.07,486253,2.04,26.04,0.93,80.0
1072,800.52,858162,451.54,484046,2.05,26.04,0.93,79.98
1074,803.36,862806,449.42,482674,2.06,26.1,0.93,80.0
1087,798.11,867544,447.32,486235,2.04,26.04,0.92,79.98
1082,798.72,864218,448.63,485416,2.05,26.04,0.93,79.98
1083,796.97,863117,448.65,485892,2.04,26.06,0.92,79.99
1081,799.06,863789,448.56,484894,2.05,26.03,0.93,79.98
1081,796.07,860552,449.54,485950,2.04,26.06,0.93,79.99
1080,798.18,862036,450.01,486008,2.05,25.97,0.93,79.97
1085,797.55,865339,448.14,486230,2.04,26.01,0.92,79.99
1084,796.96,863905,448.52,486200,2.04,26.03,0.92,79.99
1080,800.16,864172,448.49,484372,2.05,26.06,0.93,79.99
1069,802.06,857401,451.67,482839,2.06,26.05,0.94,79.98
1068,794.54,848573,455.33,486293,2.04,26.03,0.94,79.98
1084,797.0,863948,448.75,486450,2.04,26.06,0.92,79.98
1065,806.23,858635,451.33,480666,2.06,26.02,0.94,79.99
1074,803.68,863149,449.51,482773,2.06,26.1,0.93,79.99
1079,799.54,862703,449.24,484725,2.05,26.02,0.93,79.99
1066,797.77,850425,454.12,484087,2.05,26.04,0.94,80.0
1060,803.77,851992,454.43,481698,2.06,26.05,0.94,79.99
1090,798.44,870296,445.8,485921,2.04,26.07,0.92,79.98
1071,799.01,855742,452.18,484280,2.05,26.0,0.93,79.99
1069,797.02,852011,453.91,485228,2.05,26.07,0.94,79.98
1085,792.84,860233,449.64,487865,2.04,26.07,0.92,79.98
1077,798.49,859972,450.12,484776,2.05,26.01,0.93,79.99
1073,798.77,857085,451.09,484022,2.05,26.04,0.93,80.0
1067,799.01,852540,453.13,483489,2.05,26.07,0.94,80.0
1082,797.0,862359,449.16,485991,2.04,26.08,0.92,79.99
1080,792.68,856093,451.47,487591,2.04,26.03,0.93,79.99
1083,797.92,864148,448.36,485572,2.04,26.02,0.92,79.98
1071,802.07,859016,450.96,482975,2.06,25.97,0.93,79.98
1097,793.36,870316,444.86,488006,2.03,26.01,0.91,80.0
1075,797.75,857582,451.29,485135,2.05,26.02,0.93,79.99
1079,799.13,862266,449.08,484559,2.05,26.06,0.93,79.99
1073,799.09,857424,451.14,484072,2.05,26.02,0.93,79.98
1073,797.29,855489,451.9,484894,2.05,26.0,0.93,80.0
1057,810.04,856209,453.23,479061,2.07,26.02,0.95,79.99
1061,808.54,857863,452.61,480214,2.07,26.04,0.94,79.98
1085,804.92,873336,445.35,483204,2.06,26.06,0.92,79.99
1068,799.13,853467,453.39,484220,2.05,26.07,0.94,79.99
1081,800.02,864824,448.14,484441,2.05,26.05,0.93,79.99
1085,802.71,870937,446.7,484667,2.05,26.01,0.92,79.99
1079,805.61,869251,446.95,482259,2.06,26.01,0.93,80.0
1068,802.4,856964,451.7,482419,2.06,25.97,0.94,79.99
1079,798.91,862026,449.29,484785,2.05,25.99,0.93,79.99
1072,797.22,854623,451.96,484499,2.05,26.04,0.93,80.0
1082,800.22,865834,447.57,484275,2.05,26.07,0.92,79.99
1097,791.1,867842,446.1,489377,2.03,26.05,0.91,79.99
1085,798.65,866533,446.82,484805,2.04,25.98,0.92,80.0
1078,798.11,860367,450.07,485174,2.05,26.07,0.93,79.99
1072,801.61,859322,449.93,482320,2.05,26.02,0.93,80.0
1081,799.31,864056,448.11,484409,2.05,25.96,0.93,80.0
1088,799.92,870315,446.09,485345,2.05,25.97,0.92,80.0
1074,803.4,862855,449.19,482435,2.06,26.07,0.93,79.99
1068,803.83,858491,451.69,482400,2.06,26.0,0.94,79.99
1066,799.28,852029,453.27,483182,2.05,25.99,0.94,80.0
1082,799.17,864703,448.01,484749,2.05,26.01,0.92,80.0
1077,802.95,864781,448.52,483058,2.05,25.98,0.93,80.0
1078,801.72,864254,448.7,483703,2.05,26.03,0.93,79.99
1083,799.54,865900,447.97,485152,2.05,26.02,0.92,79.99
1088,800.11,870518,446.13,485390,2.05,26.02,0.92,79.98
1077,800.97,862650,449.16,483746,2.05,25.96,0.93,80.0
1071,795.12,851578,453.26,485443,2.04,26.0,0.93,79.98
1068,802.27,856825,451.91,482644,2.06,26.03,0.94,80.0
1056,802.95,847912,455.42,480923,2.06,25.99,0.95,80.0
1065,796.59,848367,454.77,484335,2.05,26.05,0.94,80.0
1086,799.7,868476,446.42,484810,2.05,25.92,0.92,79.99
1081,802.33,867324,447.12,483335,2.05,26.03,0.93,79.98
1058,802.66,849209,455.31,481721,2.06,26.03,0.95,79.99
1070,800.89,856949,451.43,483029,2.05,25.99,0.93,79.99
1083,796.99,863144,449.04,486309,2.04,26.03,0.92,79.99
1071,801.75,858677,450.87,482878,2.05,26.06,0.93,79.99
1090,795.5,867096,446.87,487091,2.04,26.05,0.92,79.99
1077,798.14,859597,450.42,485101,2.05,26.01,0.93,79.99
1088,799.42,869774,446.21,485478,2.05,26.0,0.92,79.99
1070,803.16,859380,450.61,482155,2.06,26.02,0.93,80.0
1073,797.84,856083,452.07,485074,2.05,26.06,0.93,79.99
1070,796.98,852769,453.55,485304,2.05,26.03,0.94,79.98
1066,803.9,856955,451.94,481772,2.06,26.01,0.94,79.99
1085,794.03,861524,448.67,486810,2.04,26.01,0.92,80.0
1073,805.79,864614,449.03,481811,2.06,26.02,0.93,80.0
1066,799.83,852617,452.63,482506,2.05,26.07,0.94,79.99
1068,804.56,859272,451.15,481831,2.06,26.05,0.94,79.98
1069,800.8,856055,452.19,483390,2.05,26.0,0.94,80.0
1095,798.39,874242,444.67,486916,2.04,26.06,0.91,79.98
1065,804.61,856907,452.06,481445,2.06,26.04,0.94,79.98
