Ciclo,peso_prom,dist_prom,corriente_prom,temp_prom,energia_consumida_prom,SOH%
8724,225.61,174.97,0.63,25.33,0.11,80.0
8714,224.76,175.68,0.63,25.3,0.11,80.0
8741,224.44,175.33,0.62,25.31,0.11,80.0
8811,223.57,174.16,0.62,25.31,0.11,80.0
8828,224.68,173.92,0.62,25.3,0.11,80.0
8773,223.68,175.12,0.62,25.3,0.11,80.0
8619,225.84,176.11,0.63,25.32,0.12,80.0
8801,223.91,174.68,0.62,25.3,0.11,80.0
8698,224.98,175.11,0.63,25.32,0.11,80.0
8753,225.71,174.12,0.63,25.31,0.11,80.0
8754,222.96,175.89,0.62,25.3,0.11,79.99
8730,223.08,175.93,0.62,25.32,0.11,80.0
8616,225.82,176.09,0.63,25.32,0.12,80.0
8641,225.86,175.66,0.63,25.29,0.12,80.0
8729,223.98,175.81,0.62,25.31,0.11,80.0
8744,223.16,175.22,0.62,25.31,0.11,80.0
8743,224.39,174.87,0.62,25.33,0.11,80.0
8810,224.14,174.1,0.62,25.3,0.11,80.0
8641,226.46,175.68,0.63,25.32,0.12,80.0
8629,226.86,176.02,0.63,25.31,0.12,80.0
8716,223.77,175.69,0.62,25.32,0.11,80.0
8772,224.54,174.37,0.62,25.3,0.11,80.0
8719,224.02,175.54,0.62,25.29,0.11,80.0
8763,224.79,174.33,0.62,25.31,0.11,80.0
8791,226.13,173.47,0.63,25.31,0.11,80.0
8752,225.05,174.65,0.62,25.32,0.11,80.0
8715,226.39,174.33,0.63,25.31,0.11,80.0
8646,225.13,176.48,0.63,25.31,0.12,80.0
8720,224.03,175.46,0.62,25.31,0.11,80.0
8625,226.34,176.27,0.63,25.31,0.12,80.0
8736,224.44,174.96,0.62,25.33,0.11,80.0
8821,223.63,174.12,0.62,25.29,0.11,80.0
8691,224.44,175.73,0.62,25.33,0.12,80.0
8674,224.0,176.1,0.62,25.31,0.12,80.0
8729,224.5,175.25,0.62,25.3,0.11,80.0
8652,224.68,176.18,0.63,25.31,0.12,80.0
8737,226.33,174.68,0.63,25.3,0.11,80.0
8739,225.89,174.3,0.63,25.31,0.11,80.0
8758,226.24,173.23,0.63,25.33,0.11,80.0
8743,225.3,174.4,0.63,25.32,0.11,80.0
8781,225.7,174.17,0.63,25.33,0.11,80.0
8842,225.56,173.27,0.62,25.3,0.11,80.0
8621,225.28,176.63,0.63,25.31,0.12,80.0
8713,225.76,174.97,0.63,25.32,0.11,80.0
8675,226.16,175.06,0.63,25.31,0.12,80.0
8736,224.37,175.13,0.62,25.32,0.11,80.0
8786,224.55,174.41,0.62,25.31,0.11,80.0
8611,224.5,177.05,0.63,25.33,0.12,80.0
8775,224.3,174.74,0.62,25.31,0.11,80.0
8757,224.34,174.98,0.62,25.32,0.11,80.0
8789,225.18,174.05,0.62,25.3,0.11,80.0
8781,223.88,174.81,0.62,25.32,0.11,80.0
8747,225.42,174.56,0.63,25.29,0.11,80.0
8699,224.44,175.55,0.62,25.3,0.11,80.0
8657,226.68,175.28,0.63,25.3,0.12,80.0
8730,225.36,174.83,0.63,25.3,0.11,80.0
8707,225.43,175.03,0.63,25.31,0.11,80.0
8771,225.42,174.17,0.63,25.32,0.11,80.0
8795,223.27,174.59,0.62,25.3,0.11,80.0
8604,225.51,176.77,0.63,25.32,0.12,80.0
8738,223.27,175.54,0.62,25.31,0.11,80.0
8780,224.4,174.31,0.62,25.32,0.11,80.0
8683,227.39,175.07,0.63,25.3,0.12,80.0
8722,224.4,175.61,0.62,25.3,0.11,80.0
8720,225.81,174.85,0.63,25.31,0.11,80.0
8794,224.73,174.24,0.62,25.3,0.11,80.0
8757,224.02,174.88,0.62,25.31,0.11,80.0
8649,225.02,175.82,0.63,25.31,0.12,80.0
8780,224.06,174.38,0.62,25.3,0.11,80.0
8763,225.73,174.07,0.63,25.32,0.11,80.0
8763,224.88,174.44,0.62,25.3,0.11,80.0
8752,224.95,174.57,0.62,25.31,0.11,80.0
8756,225.17,174.63,0.62,25.31,0.11,80.0
8727,225.53,174.65,0.63,25.32,0.11,80.0
8729,223.4,175.76,0.62,25.31,0.11,80.0
8659,227.3,174.91,0.63,25.3,0.12,80.0
8756,224.23,174.6,0.62,25.32,0.11,80.0
8681,225.71,175.59,0.63,25.3,0.12,80.0
8690,225.41,175.25,0.63,25.29,0.12,80.0
8710,224.7,175.37,0.62,25.31,0.11,80.0
8674,226.52,175.14,0.63,25.33,0.12,80.0
8577,226.41,176.8,0.63,25.32,0.12,80.0
8735,226.2,174.33,0.63,25.32,0.11,80.0
8657,225.5,176.11,0.63,25.32,0.12,80.0
8698,224.57,175.46,0.62,25.3,0.11,80.0
8751,225.95,174.07,0.63,25.32,0.11,80.0
8741,224.57,174.74,0.62,25.3,0.11,80.0
8768,224.49,174.7,0.62,25.32,0.11,80.0
8801,224.34,174.15,0.62,25.32,0.11,80.0
8765,225.09,174.42,0.62,25.29,0.11,79.99
8723,225.08,174.6,0.62,25.31,0.11,80.0
8713,225.05,175.11,0.63,25.3,0.11,80.0
8675,225.51,175.77,0.63,25.3,0.12,80.0
8804,225.12,173.81,0.62,25.31,0.11,80.0
8732,226.83,174.29,0.63,25.33,0.11,80.0
8802,225.69,173.31,0.62,25.29,0.11,80.0
8745,225.33,174.45,0.63,25.32,0.11,80.0
8742,224.2,174.96,0.62,25.32,0.11,80.0
8625,225.04,176.6,0.63,25.32,0.12,79.99
8725,225.65,175.0,0.63,25.32,0.11,80.0
8692,225.56,175.42,0.63,25.31,0.12,80.0
8726,224.46,175.66,0.62,25.3,0.11,80.0
8699,224.84,175.53,0.63,25.31,0.11,80.0
8746,224.54,174.93,0.62,25.29,0.11,80.0
8699,225.8,174.82,0.63,25.3,0.11,80.0
8694,224.76,175.95,0.63,25.31,0.12,80.0
8759,223.68,174.79,0.62,25.3,0.11,80.0
8693,224.74,175.61,0.63,25.32,0.12,80.0
8744,226.26,174.23,0.63,25.32,0.11,80.0
8701,226.2,174.81,0.63,25.3,0.11,80.0
8718,224.75,175.41,0.62,25.34,0.11,80.0
8719,226.15,174.88,0.63,25.31,0.11,80.0
8743,225.19,174.72,0.63,25.31,0.11,80.0
8822,223.05,174.44,0.62,25.31,0.11,80.0
8746,224.95,174.58,0.62,25.32,0.11,80.0
8701,225.62,175.17,0.63,25.3,0.11,80.0
8696,224.41,175.6,0.62,25.31,0.11,80.0
8861,223.96,173.24,0.62,25.31,0.11,80.0
8864,222.96,173.62,0.62,25.3,0.11,80.0
8797,224.81,173.89,0.62,25.3,0.11,80.0
8747,224.85,174.81,0.62,25.32,0.11,80.0
8701,223.81,175.8,0.62,25.31,0.11,80.0
8764,224.67,174.79,0.62,25.32,0.11,80.0
8788,226.86,173.32,0.63,25.32,0.11,80.0
8752,224.23,174.87,0.62,25.32,0.11,80.0
8647,227.4,175.74,0.63,25.32,0.12,80.0
8805,222.82,174.37,0.62,25.3,0.11,80.0
8725,224.94,175.22,0.63,25.32,0.11,80.0
8668,226.31,175.32,0.63,25.31,0.12,80.0
8745,224.12,175.1,0.62,25.29,0.11,80.0
8783,223.87,174.57,0.62,25.32,0.11,80.0
8805,223.54,174.4,0.62,25.3,0.11,80.0
8768,225.45,174.22,0.63,25.32,0.11,80.0
8734,224.41,174.91,0.62,25.32,0.11,80.0
8702,226.5,174.99,0.63,25.31,0.11,80.0
8786,223.36,174.44,0.62,25.3,0.11,80.0
8811,224.41,173.8,0.62,25.31,0.11,80.0
8724,224.3,175.49,0.62,25.33,0.11,80.0
8647,224.96,176.43,0.63,25.33,0.12,80.0
8624,225.97,175.95,0.63,25.33,0.12,80.0
8701,225.75,175.12,0.63,25.32,0.11,80.0
8797,224.46,174.08,0.62,25.3,0.11,80.0
8727,224.44,175.43,0.62,25.31,0.11,80.0
8680,226.65,175.41,0.63,25.32,0.12,80.0
8666,226.71,175.46,0.63,25.3,0.12,80.0
8775,224.97,174.42,0.62,25.3,0.11,80.0
8701,225.28,175.39,0.63,25.3,0.11,80.0
8766,225.16,174.02,0.62,25.31,0.11,80.0
8675,227.03,174.74,0.63,25.31,0.12,80.0
8882,222.87,173.53,0.62,25.31,0.11,80.0
